"chr","start","end","width","anodev.padj","pattern","Cd8Naive_over_Cd4Naive.log2fc","dmrid"
"chr9",98257151,98257550,400,0.00415371064640214,"CD4+ Hypermethylation DMR",-2.06410638786531,23085
"chr9",98800901,98801550,650,0.000444438695984396,"CD4+ Hypermethylation DMR",-1.18554947125649,23101
"chr9",99459101,99459250,150,0.00789813399428488,"CD4+ Hypermethylation DMR",-16.899158895452,23113
"chr9",104333101,104333450,350,0.00556339979644484,"CD4+ Hypermethylation DMR",-1.64768450454975,23191
"chr9",116282301,116282750,450,0.00667887655333306,"CD4+ Hypermethylation DMR",-1.33341433566839,23353
"chr9",116285101,116285500,400,0.0028127169860496,"CD4+ Hypermethylation DMR",-1.53050633185469,23354
"chr9",116288501,116289550,1050,0.00668468605351984,"CD4+ Hypermethylation DMR",-1.41503118751842,23356
"chr9",122163601,122163950,350,0.0073639841519417,"CD4+ Hypermethylation DMR",-2.58489938474603,23440
"chr9",122293251,122293400,150,0.00479864543773409,"CD4+ Hypermethylation DMR",-17.1401651789898,23445
"chr9",122399351,122399550,200,0.00898986343661841,"CD4+ Hypermethylation DMR",-3.16984806027149,23446
"chr9",129089701,129090550,850,0.00458494996264852,"CD4+ Hypermethylation DMR",-1.45605277803072,23583
"chr9",130679851,130680300,450,0.00408012002658844,"CD4+ Hypermethylation DMR",-1.13123949283005,23624
"chr9",136236901,136237250,350,0.00926136501100163,"CD4+ Hypermethylation DMR",-1.01629833086344,23745
"chr9",139854451,139854800,350,0.00647797141972627,"CD4+ Hypermethylation DMR",-1.45942197888035,23788
"chr10",549351,549650,300,0.00813168989323539,"CD4+ Hypermethylation DMR",-1.01559400204392,23808
"chr10",1803251,1803750,500,0.00926136501100163,"CD4+ Hypermethylation DMR",-0.830072368653413,23834
"chr10",4307101,4307400,300,0.00845312087634265,"CD4+ Hypermethylation DMR",-1.9175166239728,23880
"chr10",6465851,6466150,300,0.00267963101645016,"CD4+ Hypermethylation DMR",-1.03813274978976,23912
"chr10",11233251,11233600,350,0.00898986343661841,"CD4+ Hypermethylation DMR",-1.24510601075408,23982
"chr10",13581451,13581600,150,0.00764463297709404,"CD4+ Hypermethylation DMR",-1.43295531965276,24039
"chr10",19660401,19660550,150,0.00837581279578834,"CD4+ Hypermethylation DMR",-16.899158895452,24125
"chr10",22862801,22863200,400,0.00997255509748605,"CD4+ Hypermethylation DMR",-2.16988011869373,24171
"chr10",24047351,24047650,300,0.00658755951957903,"CD4+ Hypermethylation DMR",-2.27298416883547,24203
"chr10",25677051,25677700,650,0.0092064598526692,"CD4+ Hypermethylation DMR",-1.05183182779728,24237
"chr10",25844251,25844400,150,0.00789813399428488,"CD4+ Hypermethylation DMR",-16.899158895452,24242
"chr10",26056501,26056900,400,0.00829124600253375,"CD4+ Hypermethylation DMR",-1.47391887744635,24244
"chr10",26652101,26652400,300,0.000672854156822044,"CD4+ Hypermethylation DMR",-2.76549044805341,24254
"chr10",29484601,29484950,350,0.00965475095645561,"CD4+ Hypermethylation DMR",-0.836499363364123,24317
"chr10",33181201,33181400,200,0.0079991381524299,"CD4+ Hypermethylation DMR",-16.4841253307585,24367
"chr10",33798451,33798800,350,0.00519703870950432,"CD4+ Hypermethylation DMR",-2.3218877002745,24381
"chr10",35272351,35272700,350,0.00529863894385027,"CD4+ Hypermethylation DMR",-1.14085829035853,24402
"chr10",45076701,45077000,300,0.00821458449732279,"CD4+ Hypermethylation DMR",-1.99997565486354,24497
"chr10",64894451,64894700,250,0.00842983412329776,"CD4+ Hypermethylation DMR",-0.925997710104829,24696
"chr10",66057601,66057900,300,0.00686426219864991,"CD4+ Hypermethylation DMR",-3.24781134430496,24712
"chr10",72370151,72370500,350,0.000179272100870393,"CD4+ Hypermethylation DMR",-2.10850991233433,24817
"chr10",73490051,73490600,550,3.33550691902261e-05,"CD4+ Hypermethylation DMR",-1.1224807480487,24838
"chr10",73818801,73819250,450,0.00249552232934528,"CD4+ Hypermethylation DMR",-0.930095485497015,24849
"chr10",76754301,76754900,600,0.00908808357865431,"CD4+ Hypermethylation DMR",-0.823966582061837,24909
"chr10",80212701,80213100,400,0.00837581279578834,"CD4+ Hypermethylation DMR",-1.91750955214698,24978
"chr10",80786701,80787500,800,0.00239968305747763,"CD4+ Hypermethylation DMR",-1.20308731058688,24988
"chr10",80787801,80788200,400,0.000717865481572224,"CD4+ Hypermethylation DMR",-3.04431805254216,24989
"chr10",82263451,82263750,300,0.00373708033613276,"CD4+ Hypermethylation DMR",-2.36919890637832,25011
"chr10",85139551,85139900,350,0.00910021646035579,"CD4+ Hypermethylation DMR",-2.93851164259028,25054
"chr10",87623151,87623950,800,0.00286708176641742,"CD4+ Hypermethylation DMR",-1.31257688537271,25095
"chr10",87675651,87676150,500,0.00886471826835651,"CD4+ Hypermethylation DMR",-0.93288205689719,25097
"chr10",88009401,88010000,600,0.00187941971634256,"CD4+ Hypermethylation DMR",-1.46465501942936,25110
"chr10",88216151,88216300,150,0.00720190975063134,"CD4+ Hypermethylation DMR",-3.24786942742986,25114
"chr10",89394051,89394350,300,0.00956268439994305,"CD4+ Hypermethylation DMR",-2.32188654616763,25131
"chr10",94304801,94305100,300,0.00973776430798967,"CD4+ Hypermethylation DMR",-1.87444813352807,25176
"chr10",97850001,97850450,450,0.00823385630191985,"CD4+ Hypermethylation DMR",-1.32191835677252,25223
"chr10",99112101,99112350,250,0.00789308198746556,"CD4+ Hypermethylation DMR",-1.10962143541077,25252
"chr10",102513401,102513900,500,0.00910021646035579,"CD4+ Hypermethylation DMR",-2.20941096305922,25314
"chr10",114270251,114270550,300,0.00783010769979659,"CD4+ Hypermethylation DMR",-2.37846967502127,25496
"chr10",116634251,116634750,500,0.00249552232934528,"CD4+ Hypermethylation DMR",-1.19263928142958,25541
"chr10",119982451,119982950,500,0.00679415239449761,"CD4+ Hypermethylation DMR",-1.4799783280793,25595
"chr10",120441751,120442050,300,0.00028400356983601,"CD4+ Hypermethylation DMR",-2.23264031371772,25610
"chr10",120653251,120653450,200,0.00662460613412168,"CD4+ Hypermethylation DMR",-2.04437772524939,25612
"chr10",120770201,120770500,300,0.0061002073462614,"CD4+ Hypermethylation DMR",-2.43291708912436,25615
"chr10",121331401,121331650,250,0.00988992569732926,"CD4+ Hypermethylation DMR",-2.16989694946731,25630
"chr10",121759951,121760400,450,0.0060817168179358,"CD4+ Hypermethylation DMR",-1.32191910585284,25640
"chr10",125674101,125674450,350,0.00844253577983045,"CD4+ Hypermethylation DMR",-0.874467031378857,25722
"chr10",126201901,126202300,400,0.0042519889070184,"CD4+ Hypermethylation DMR",-1.2344593980219,25728
"chr10",128194851,128195200,350,0.00724945880846681,"CD4+ Hypermethylation DMR",-2.58489938474603,25768
"chr10",129857601,129858050,450,0.00793459602316675,"CD4+ Hypermethylation DMR",-1.33786309910155,25798
"chr10",130824901,130825200,300,0.00726027592267171,"CD4+ Hypermethylation DMR",-0.936432733403619,25824
"chr10",134706951,134707550,600,0.000614336302041932,"CD4+ Hypermethylation DMR",-1.63889123361577,25887
"chr10",135119701,135120000,300,0.00558205895491133,"CD4+ Hypermethylation DMR",-1.09953237597261,25890
"chr11",303051,303800,750,0.00682838512316638,"CD4+ Hypermethylation DMR",-0.943413475276863,25901
"chr11",680901,681350,450,0.00611508878426001,"CD4+ Hypermethylation DMR",-0.902387510569731,25915
"chr11",2315951,2316600,650,0.0058843303193651,"CD4+ Hypermethylation DMR",-0.767163600661725,25944
"chr11",2320401,2321300,900,0.00560192776598234,"CD4+ Hypermethylation DMR",-2.06410339421654,25945
"chr11",3002851,3003300,450,0.00215542643062288,"CD4+ Hypermethylation DMR",-1.07943059585597,25959
"chr11",6676051,6676400,350,0.00890548417742702,"CD4+ Hypermethylation DMR",-1.49748814983091,26009
"chr11",10362001,10362400,400,0.000766109257426079,"CD4+ Hypermethylation DMR",-3.64369692656231,26065
"chr11",11451451,11451800,350,0.00615885233377163,"CD4+ Hypermethylation DMR",-1.1744929100949,26081
"chr11",13399701,13399850,150,0.00386949389939777,"CD4+ Hypermethylation DMR",-3.3922586859281,26124
"chr11",14667751,14668450,700,0.00266970674796183,"CD4+ Hypermethylation DMR",-1.99996213008358,26141
"chr11",14675051,14675600,550,0.000266590425183521,"CD4+ Hypermethylation DMR",-1.03796459384087,26142
"chr11",17624951,17625350,400,0.00794906491821457,"CD4+ Hypermethylation DMR",-1.03170492892168,26197
"chr11",18665901,18666500,600,0.00979968325482985,"CD4+ Hypermethylation DMR",-0.850249623014513,26216
"chr11",21278401,21278750,350,0.00477492309215016,"CD4+ Hypermethylation DMR",-2.48537705542318,26262
"chr11",34171801,34172050,250,0.00845034651974744,"CD4+ Hypermethylation DMR",-1.3890359204356,26406
"chr11",44683901,44684300,400,0.00256150645783922,"CD4+ Hypermethylation DMR",-1.39485167014968,26538
"chr11",46664201,46664650,450,0.00616347304630311,"CD4+ Hypermethylation DMR",-1.25480875593708,26584
"chr11",47175901,47176450,550,0.00988992569732926,"CD4+ Hypermethylation DMR",-1.30931571113948,26591
"chr11",48212201,48212650,450,0.00842086294742252,"CD4+ Hypermethylation DMR",-2.43289593072555,26615
"chr11",57027951,57028450,500,0.00981251799708375,"CD4+ Hypermethylation DMR",-1.42448353572882,26668
"chr11",57268951,57269100,150,0.0083845731337517,"CD4+ Hypermethylation DMR",-2.09952145281255,26676
"chr11",57513251,57513650,400,0.00638032490178957,"CD4+ Hypermethylation DMR",-1.77256909530407,26683
"chr11",60638501,60639000,500,0.00158861561661677,"CD4+ Hypermethylation DMR",-1.5024886717709,26729
"chr11",62225701,62226050,350,0.00635042776129243,"CD4+ Hypermethylation DMR",-1.55638158641393,26749
"chr11",62325201,62325950,750,0.000350922078966842,"CD4+ Hypermethylation DMR",-0.944383404217302,26752
"chr11",64631601,64632350,750,0.00135806318576199,"CD4+ Hypermethylation DMR",-1.64383779564058,26815
"chr11",64632551,64633000,450,2.47104446433829e-06,"CD4+ Hypermethylation DMR",-2.68801942946176,26816
"chr11",65699551,65700150,600,0.000942579039810499,"CD4+ Hypermethylation DMR",-1.32929960781577,26842
"chr11",65886851,65887050,200,0.00897909238633079,"CD4+ Hypermethylation DMR",-3.16984806027149,26848
"chr11",66080751,66081800,1050,0.00146554593414333,"CD4+ Hypermethylation DMR",-1.98933275631884,26850
"chr11",67173301,67173650,350,0.00311131390352507,"CD4+ Hypermethylation DMR",-2.28007354972668,26881
"chr11",67179451,67179650,200,0.00249552232934528,"CD4+ Hypermethylation DMR",-2.11546242066913,26884
"chr11",72439801,72440000,200,0.0080444232190879,"CD4+ Hypermethylation DMR",-1.84798440329379,26996
"chr11",73680701,73681350,650,0.00878878731500061,"CD4+ Hypermethylation DMR",-2.7161388890078,27022
"chr11",73690401,73690700,300,0.00813695171679969,"CD4+ Hypermethylation DMR",-1.78847912106484,27023
"chr11",75186351,75186850,500,0.00794739361505092,"CD4+ Hypermethylation DMR",-1.3734463156592,27049
"chr11",75912801,75913000,200,0.00663062411275855,"CD4+ Hypermethylation DMR",-2.14682224124143,27066
"chr11",76397951,76398400,450,6.28252205521162e-05,"CD4+ Hypermethylation DMR",-2.65202990371836,27076
"chr11",78383751,78384200,450,0.0064068807609847,"CD4+ Hypermethylation DMR",-1.06412571853559,27111
"chr11",80145751,80146050,300,0.00708275584454878,"CD4+ Hypermethylation DMR",-3.24781134430496,27154
"chr11",81475901,81476250,350,0.0062354563649849,"CD4+ Hypermethylation DMR",-1.38332051660246,27169
"chr11",86062151,86062650,500,0.00469754005933306,"CD4+ Hypermethylation DMR",-1.37850096959424,27230
"chr11",91284701,91285050,350,0.00352715785859946,"CD4+ Hypermethylation DMR",-2.99991163840796,27278
"chr11",96186751,96187050,300,0.0072069979141984,"CD4+ Hypermethylation DMR",-2.58490840107723,27346
"chr11",106900851,106901250,400,0.00581770658533311,"CD4+ Hypermethylation DMR",-1.99997639258489,27478
"chr11",108125001,108125350,350,0.00116321928037472,"CD4+ Hypermethylation DMR",-2.28537211695147,27499
"chr11",111142451,111142800,350,0.00522838019387291,"CD4+ Hypermethylation DMR",-2.19261126539551,27548
"chr11",113662601,113662950,350,0.00814187297761591,"CD4+ Hypermethylation DMR",-1.32192052078479,27606
"chr11",114202351,114202700,350,0.0099321636285098,"CD4+ Hypermethylation DMR",-2.05059323993214,27618
"chr11",115148601,115148950,350,0.0094637028681389,"CD4+ Hypermethylation DMR",-2.32187962155551,27628
"chr11",117603901,117604250,350,0.00856195864098882,"CD4+ Hypermethylation DMR",-1.07038536049541,27667
"chr11",117686551,117687000,450,0.00898986343661841,"CD4+ Hypermethylation DMR",-1.18844000542531,27671
"chr11",119743801,119744050,250,0.00678168982448873,"CD4+ Hypermethylation DMR",-0.949372128006557,27717
"chr11",119845251,119845800,550,0.00558158871155367,"CD4+ Hypermethylation DMR",-1.64767664665271,27722
"chr11",122711051,122711550,500,8.0545422363559e-05,"CD4+ Hypermethylation DMR",-3.20155671091397,27775
"chr11",122712151,122712600,450,0.00132631946658465,"CD4+ Hypermethylation DMR",-1.68804106940047,27776
"chr11",122715651,122716650,1000,0.000715759304329564,"CD4+ Hypermethylation DMR",-1.8930546744255,27778
"chr11",122720651,122721250,600,0.00449197952494937,"CD4+ Hypermethylation DMR",-2.96338357079476,27780
"chr11",129514001,129514400,400,0.00585175523957938,"CD4+ Hypermethylation DMR",-1.44744900933433,27894
"chr11",134926551,134926850,300,0.00348364934444979,"CD4+ Hypermethylation DMR",-1.70780723595641,27991
"chr12",2504751,2505100,350,0.00219965252097248,"CD4+ Hypermethylation DMR",-1.82101537769301,28026
"chr12",2639751,2640250,500,0.00668468605351984,"CD4+ Hypermethylation DMR",-0.917534606889736,28031
"chr12",4835301,4835600,300,0.00819935093298378,"CD4+ Hypermethylation DMR",-2.09950723229968,28082
"chr12",6298951,6299800,850,1.32289537907448e-08,"CD4+ Hypermethylation DMR",-2.0285469349753,28125
"chr12",6442151,6443250,1100,4.2637641079609e-05,"CD4+ Hypermethylation DMR",-2.22236748365527,28130
"chr12",10516151,10517050,900,0.00010468605824602,"CD4+ Hypermethylation DMR",-1.21863220825952,28195
"chr12",10522351,10523250,900,2.7710498601612e-10,"CD4+ Hypermethylation DMR",-2.80731782482107,28196
"chr12",10526651,10527150,500,1.68429933479486e-06,"CD4+ Hypermethylation DMR",-1.84798440329379,28198
"chr12",10536801,10537150,350,4.4959590351366e-05,"CD4+ Hypermethylation DMR",-3.50240826614673,28201
"chr12",10537951,10538300,350,0.000973162971604823,"CD4+ Hypermethylation DMR",-2.54427867892529,28202
"chr12",10540101,10540800,700,0.000272484092433308,"CD4+ Hypermethylation DMR",-2.66287997309265,28203
"chr12",10709801,10710450,650,1.25020827024258e-12,"CD4+ Hypermethylation DMR",-3.37497588059053,28212
"chr12",10712551,10713350,800,3.3283322394458e-10,"CD4+ Hypermethylation DMR",-2.23701971175209,28213
"chr12",13288901,13289200,300,0.00837581279578834,"CD4+ Hypermethylation DMR",-0.92337660184637,28255
"chr12",31089501,31089800,300,0.0080811493709525,"CD4+ Hypermethylation DMR",-1.58495095925316,28468
"chr12",31959801,31960750,950,7.63493796381615e-07,"CD4+ Hypermethylation DMR",-1.66511676269219,28488
"chr12",32114801,32115150,350,0.00945455234131246,"CD4+ Hypermethylation DMR",-1.99997159740736,28491
"chr12",38313901,38314150,250,0.00652247446051495,"CD4+ Hypermethylation DMR",-2.27298988967766,28539
"chr12",42024101,42024300,200,0.00560192776598234,"CD4+ Hypermethylation DMR",-16.6096549013151,28586
"chr12",43685001,43685400,400,0.00530408956895913,"CD4+ Hypermethylation DMR",-1.86247365575501,28603
"chr12",45236451,45237050,600,0.00235307569003896,"CD4+ Hypermethylation DMR",-1.96679799968986,28627
"chr12",45266601,45267050,450,0.00235335486103288,"CD4+ Hypermethylation DMR",-2.03559445813385,28631
"chr12",46651501,46651850,350,0.00866830717504147,"CD4+ Hypermethylation DMR",-0.841300394697953,28649
"chr12",47618251,47618650,400,0.00814187297761591,"CD4+ Hypermethylation DMR",-1.01559305104527,28660
"chr12",47620901,47621500,600,0.00507216710324128,"CD4+ Hypermethylation DMR",-1.06011524173613,28663
"chr12",48115201,48115550,350,0.00330924275853158,"CD4+ Hypermethylation DMR",-1.45370960404551,28674
"chr12",49318001,49318450,450,0.0028570760409422,"CD4+ Hypermethylation DMR",-1.58495069694922,28701
"chr12",49327401,49327800,400,0.00332176177598198,"CD4+ Hypermethylation DMR",-0.988123085086709,28702
"chr12",63017001,63017400,400,0.00966613596006579,"CD4+ Hypermethylation DMR",-0.870362268858553,28929
"chr12",65115551,65115750,200,0.00905561742224356,"CD4+ Hypermethylation DMR",-1.70042973031765,28967
"chr12",65698851,65699200,350,0.00837581279578834,"CD4+ Hypermethylation DMR",-1.33441109023927,28976
"chr12",67483751,67483900,150,0.00789680529797144,"CD4+ Hypermethylation DMR",-16.899158895452,28998
"chr12",69352351,69352850,500,0.00365047775708603,"CD4+ Hypermethylation DMR",-1.05549070926864,29026
"chr12",71044851,71045200,350,0.00794739361505092,"CD4+ Hypermethylation DMR",-1.45250208546553,29056
"chr12",77810601,77810950,350,0.00752388741615154,"CD4+ Hypermethylation DMR",-1.52723536441346,29140
"chr12",93158651,93159100,450,0.00450569386395547,"CD4+ Hypermethylation DMR",-1.36564030439533,29313
"chr12",96895251,96895550,300,0.00774866135444746,"CD4+ Hypermethylation DMR",-2.37846967502127,29372
"chr12",101831701,101832300,600,0.00718906450555061,"CD4+ Hypermethylation DMR",-1.10690806975848,29441
"chr12",104301601,104302050,450,0.00615885233377163,"CD4+ Hypermethylation DMR",-1.12398331209237,29466
"chr12",109521801,109522000,200,0.0040206928257225,"CD4+ Hypermethylation DMR",-16.7251310089803,29579
"chr12",110141001,110141200,200,0.00800220246784808,"CD4+ Hypermethylation DMR",-16.4841253307585,29591
"chr12",111122201,111122700,500,0.00673117236587176,"CD4+ Hypermethylation DMR",-0.960825644731422,29609
"chr12",113845801,113846150,350,0.00961766829584182,"CD4+ Hypermethylation DMR",-1.73694792135298,29663
"chr12",117212051,117212400,350,0.00803042935197463,"CD4+ Hypermethylation DMR",-1.78847632547567,29736
"chr12",121972351,121973400,1050,0.000491362568844444,"CD4+ Hypermethylation DMR",-1.56186457714776,29848
"chr12",126698951,126699300,350,0.00952513726122158,"CD4+ Hypermethylation DMR",-1.7500023931406,29955
"chr12",127070501,127071050,550,0.00879093726059976,"CD4+ Hypermethylation DMR",-1.40597753819426,29962
"chr12",130682551,130682750,200,0.00842086294742252,"CD4+ Hypermethylation DMR",-1.27683629476963,30040
"chr12",131310651,131311150,500,0.00342836472257829,"CD4+ Hypermethylation DMR",-1.22238555140096,30052
"chr12",131359651,131360200,550,0.00476163645846787,"CD4+ Hypermethylation DMR",-1.21630993080143,30055
"chr12",133423501,133423900,400,0.00789987647300779,"CD4+ Hypermethylation DMR",-0.935291412692277,30091
"chr13",24832901,24833650,750,0.000473370436857335,"CD4+ Hypermethylation DMR",-1.67375054282678,30206
"chr13",27788251,27788600,350,0.00399417998201473,"CD4+ Hypermethylation DMR",-2.23700509785624,30257
"chr13",31401101,31401650,550,0.0053235978152434,"CD4+ Hypermethylation DMR",-0.816690448081692,30313
"chr13",44115201,44115500,300,0.00537795938769004,"CD4+ Hypermethylation DMR",-3.32181124237319,30506
"chr13",45439851,45440250,400,0.00851107889363558,"CD4+ Hypermethylation DMR",-1.33440995470021,30517
"chr13",47938151,47938300,150,0.00879093726059976,"CD4+ Hypermethylation DMR",-17.1401651789898,30565
"chr13",52232501,52232800,300,0.00873149370109869,"CD4+ Hypermethylation DMR",-1.28687501754789,30637
"chr13",77934251,77934600,350,0.00989973672815446,"CD4+ Hypermethylation DMR",-1.58494807391502,30940
"chr13",80949801,80949950,150,0.00156614215823111,"CD4+ Hypermethylation DMR",-17.3466147247473,30982
"chr13",81242751,81242950,200,0.00399417998201473,"CD4+ Hypermethylation DMR",-16.7251310089803,30987
"chr13",88519451,88519900,450,0.0053069797556784,"CD4+ Hypermethylation DMR",-1.30116126840283,31049
"chr13",95522951,95523550,600,0.00814187297761591,"CD4+ Hypermethylation DMR",-0.884519120369826,31131
"chr13",97608751,97609050,300,0.00352584291070949,"CD4+ Hypermethylation DMR",-4.16967976658208,31163
"chr13",99900601,99900950,350,0.0049298730332463,"CD4+ Hypermethylation DMR",-1.09515357050532,31212
"chr13",111864451,111864850,400,0.00479783390621276,"CD4+ Hypermethylation DMR",-1.05888993806034,31419
"chr13",112783001,112783400,400,0.00587111692697499,"CD4+ Hypermethylation DMR",-0.999996733531756,31431
"chr13",114171401,114171850,450,0.00846636031136659,"CD4+ Hypermethylation DMR",-0.725823555801514,31458
"chr13",114889401,114889850,450,0.00183427608277611,"CD4+ Hypermethylation DMR",-1.04890613056261,31465
"chr13",114919751,114920400,650,0.000263559059805067,"CD4+ Hypermethylation DMR",-1.5024916722899,31468
"chr14",20896901,20897350,450,0.00407541225334668,"CD4+ Hypermethylation DMR",-1.79139207097778,31492
"chr14",24514151,24515000,850,3.70927478592808e-05,"CD4+ Hypermethylation DMR",-1.26125900675525,31553
"chr14",31453451,31453600,150,0.00690483094834267,"CD4+ Hypermethylation DMR",-3.99987827842567,31656
"chr14",33336251,33336400,150,0.00778376388477664,"CD4+ Hypermethylation DMR",-16.899158895452,31687
"chr14",35803151,35803500,350,0.00560192776598234,"CD4+ Hypermethylation DMR",-1.3111949892494,31732
"chr14",54071151,54071500,350,0.00909449900214411,"CD4+ Hypermethylation DMR",-1.2081022701389,31937
"chr14",54263351,54263850,500,0.0053235978152434,"CD4+ Hypermethylation DMR",-1.61469162663653,31939
"chr14",54517401,54517850,450,0.00910021646035579,"CD4+ Hypermethylation DMR",-1.9999675399702,31946
"chr14",56223201,56223400,200,0.0039691125184948,"CD4+ Hypermethylation DMR",-16.7251310089803,31975
"chr14",66929351,66929800,450,0.00563759245533876,"CD4+ Hypermethylation DMR",-1.06139613427046,32153
"chr14",69420101,69420450,350,0.00897909238633079,"CD4+ Hypermethylation DMR",-1.05183510642591,32194
"chr14",71022501,71022700,200,0.00421945058153122,"CD4+ Hypermethylation DMR",-0.861615566486166,32236
"chr14",88670001,88670150,150,0.00658973120095623,"CD4+ Hypermethylation DMR",-2.27300133146559,32505
"chr14",91831651,91832350,700,0.000187610236412236,"CD4+ Hypermethylation DMR",-1.38141928165881,32564
"chr14",91869401,91870050,650,0.000242724105143112,"CD4+ Hypermethylation DMR",-1.32894026205504,32578
"chr14",91875201,91875500,300,0.00122792716382837,"CD4+ Hypermethylation DMR",-2.67802808416279,32582
"chr14",92997801,92998550,750,7.24238427525966e-08,"CD4+ Hypermethylation DMR",-2.06410788469349,32598
"chr14",93532551,93533150,600,0.0004485849797497,"CD4+ Hypermethylation DMR",-1.51456111612584,32614
"chr14",93540101,93541100,1000,0.00419509732455996,"CD4+ Hypermethylation DMR",-1.21088767756235,32617
"chr14",93548551,93549050,500,0.00570934388574434,"CD4+ Hypermethylation DMR",-1.7935285921369,32620
"chr14",96461351,96461650,300,0.0040206928257225,"CD4+ Hypermethylation DMR",-2.36919890637832,32685
"chr14",99283151,99283700,550,0.00596404313509654,"CD4+ Hypermethylation DMR",-0.860834793267892,32733
"chr14",99522151,99522650,500,0.00292802040748109,"CD4+ Hypermethylation DMR",-1.6674072167637,32737
"chr14",101926651,101926800,150,0.000439506093809468,"CD4+ Hypermethylation DMR",-2.62447273389842,32784
"chr14",105260751,105261050,300,0.00961426400879734,"CD4+ Hypermethylation DMR",-1.75000515794711,32864
"chr15",26746401,26746750,350,0.00780490984549228,"CD4+ Hypermethylation DMR",-2.14680788118958,32970
"chr15",31622351,31622800,450,0.000672854156822044,"CD4+ Hypermethylation DMR",-2.95411149711181,33040
"chr15",31637851,31638500,650,0.000217225868312189,"CD4+ Hypermethylation DMR",-2.18438467492469,33041
"chr15",31640401,31641100,700,0.00667756264733596,"CD4+ Hypermethylation DMR",-1.36498558391602,33042
"chr15",33159401,33159650,250,0.000817299182844927,"CD4+ Hypermethylation DMR",-1.09621332935082,33071
"chr15",37337151,37337300,150,0.00821458449732279,"CD4+ Hypermethylation DMR",-16.899158895452,33142
"chr15",44726051,44726200,150,0.00986490743434034,"CD4+ Hypermethylation DMR",-1.52355666358168,33256
"chr15",45623001,45623400,400,0.00560192776598234,"CD4+ Hypermethylation DMR",-1.4232015608971,33264
"chr15",53177551,53177750,200,0.00253426765085401,"CD4+ Hypermethylation DMR",-16.8320452616778,33367
"chr15",66290651,66290800,150,0.00836435712097563,"CD4+ Hypermethylation DMR",-2.09952145281255,33585
"chr15",69406101,69407200,1100,2.22259248043125e-12,"CD4+ Hypermethylation DMR",-1.73695325120669,33648
"chr15",69903451,69903900,450,0.00926136501100163,"CD4+ Hypermethylation DMR",-1.01629733616353,33661
"chr15",88280751,88281000,250,0.00681243246410885,"CD4+ Hypermethylation DMR",-1.6166616380029,33973
"chr15",89182251,89182850,600,0.00537795938769004,"CD4+ Hypermethylation DMR",-1.1181745944463,33985
"chr15",90143901,90144200,300,0.00727602703479353,"CD4+ Hypermethylation DMR",-2.58490840107723,34000
"chr15",90204701,90205350,650,0.00983941802095011,"CD4+ Hypermethylation DMR",-1.36255370615215,34004
"chr15",91359551,91360150,600,0.00011063187426646,"CD4+ Hypermethylation DMR",-0.897817548568897,34025
"chr15",95243351,95243700,350,0.00417323370447708,"CD4+ Hypermethylation DMR",-1.96345159603413,34097
"chr15",96205051,96205500,450,0.00914761468006679,"CD4+ Hypermethylation DMR",-0.880698246655328,34111
"chr15",100742301,100742800,500,0.00243353476477195,"CD4+ Hypermethylation DMR",-2.15196582458406,34181
"chr16",3868551,3869250,700,0.000683270817033167,"CD4+ Hypermethylation DMR",-1.34238564439471,34294
"chr16",7837901,7838300,400,0.00914761468006679,"CD4+ Hypermethylation DMR",-1.34791374798029,34390
"chr16",9202201,9202600,400,0.00946448447436754,"CD4+ Hypermethylation DMR",-1.49031500731203,34414
"chr16",9350601,9351150,550,0.00386949389939777,"CD4+ Hypermethylation DMR",-1.74721005316307,34421
"chr16",11705701,11706050,350,0.000620058671787976,"CD4+ Hypermethylation DMR",-1.28176747119041,34472
"chr16",11716851,11717350,500,0.00499109740203925,"CD4+ Hypermethylation DMR",-0.904137105504976,34473
"chr16",14695601,14696000,400,0.0058843303193651,"CD4+ Hypermethylation DMR",-1.02508789135339,34520
"chr16",18799851,18800450,600,0.00914761468006679,"CD4+ Hypermethylation DMR",-1.11863649122837,34580
"chr16",19893451,19893850,400,0.00828588870183048,"CD4+ Hypermethylation DMR",-1.35613537051562,34602
"chr16",23880801,23881050,250,0.00638032490178957,"CD4+ Hypermethylation DMR",-2.87440682149097,34672
"chr16",24046701,24047050,350,0.00194635108665702,"CD4+ Hypermethylation DMR",-3.54422818724966,34678
"chr16",33446651,33446950,300,0.00898986343661841,"CD4+ Hypermethylation DMR",-1.20810311659103,34846
"chr16",34869751,34870200,450,0.00333570139465121,"CD4+ Hypermethylation DMR",-1.05444389985836,34860
"chr16",48838351,48838500,150,0.0039691125184948,"CD4+ Hypermethylation DMR",-17.1401651789898,34909
"chr16",50115401,50116050,650,8.45174528880136e-05,"CD4+ Hypermethylation DMR",-1.27500044452375,34928
"chr16",52590001,52590250,250,0.00789680529797144,"CD4+ Hypermethylation DMR",-16.1622011704457,34964
"chr16",53102151,53102850,700,3.99569063586069e-07,"CD4+ Hypermethylation DMR",-2.07036624507082,34976
"chr16",57016951,57017450,500,0.00874882074809378,"CD4+ Hypermethylation DMR",-1.61469162663653,35053
"chr16",57025351,57026250,900,0.00219965252097248,"CD4+ Hypermethylation DMR",-1.75363159064629,35054
"chr16",57068101,57068500,400,0.0026560812065399,"CD4+ Hypermethylation DMR",-1.13749932683519,35064
